0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.2810223,1.030975,0.68058795,0.30960232,0.0,0.0,0.0003788411,0.0,0.0,0.0064793797,0.0,0.0,-0.12877524,0.090523586,-0.00015930927,1.6839488,0.98711413,0.0
1.1933993,0.77309126,0.43933704,0.1296408,0.0,0.0,-0.0021339697,0.0,0.0,-0.0048764944,0.0,0.0,0.066205114,0.095506035,0.030231843,2.2360518,0.9887912,0.0
0.9341966,1.2072718,0.45702994,0.21953085,0.0,0.0,3.1451535e-05,0.0,0.0,0.0032767404,0.0,0.0,-0.109745614,-0.04784158,-0.0018162197,1.8933239,1.2438084,0.0
0.7217847,0.79480416,0.6381089,0.15909821,0.0,0.0,0.0001840011,0.0,0.0,-4.9003367e-05,0.0,0.0,0.060116563,0.10292182,0.0034005006,1.5577571,1.04931,0.0
1.0619922,1.2785215,0.54967207,0.36133945,0.0,0.0,-0.0032954433,0.0,0.0,0.0054901387,0.0,0.0,-0.007917742,-0.1670042,0.05584866,2.0363765,0.99372447,0.0
1.0528839,0.7940577,0.66797006,0.18284371,0.0,0.0,-0.0012051628,0.0,0.0,0.001695693,0.0,0.0,-0.13712835,0.013629885,-0.024030456,2.0505793,0.98116636,1.0
0.7549944,1.1312741,0.5277739,0.23161484,0.0,0.0,-0.0010479977,0.0,0.0,-0.0011058225,0.0,0.0,-0.073972456,0.107233845,-0.018274233,1.5554798,1.3729724,0.0
0.8331162,0.7031793,0.5279328,0.106642656,0.0,0.0,0.00033846492,0.0,0.0,-0.0006990356,0.0,0.0,-0.03991913,0.010366054,0.0348505,1.4688282,1.1,1.0
0.9272579,1.299522,0.49402484,0.36303753,0.0,0.0,-0.0058434587,0.0,0.0,-0.0006579492,0.0,0.0,0.06341889,0.13617606,0.033345144,1.4742146,1.2550583,0.0
0.94621724,1.0941898,0.53518564,0.19824578,0.0,0.0,9.439469e-05,0.0,0.0,-0.00084775296,0.0,0.0,0.13112321,0.13118596,0.029837426,2.093298,0.94965214,0.0
1.0837395,0.7866135,0.5398279,9.439469e-05,0.0,0.0,0.20412041,0.0,0.0,-0.0017665073,0.0,0.0,-0.03691545,0.055974204,-0.06307214,1.6666411,1.1464831,0.0
0.9698075,0.73736936,0.5535777,-0.00084775296,0.0,0.0,-0.0017665073,0.0,0.0,0.3004057,0.0,0.0,-0.04292501,-0.10800965,-0.01856862,1.5736743,0.8599934,1.0
0.93641233,0.73128855,0.5057354,0.12287901,0.0,0.0,-0.00055576477,0.0,0.0,0.0029786413,0.0,0.0,-0.059675664,-0.057084452,-0.045969643,1.6265104,1.1557069,0.0
1.0942171,1.2287431,0.6366648,0.31701753,0.0,0.0,-0.0026734872,0.0,0.0,0.0062823864,0.0,0.0,0.0905011,0.1337726,0.05957406,1.6835821,1.1054331,0.0
1.1344354,1.269645,0.46787277,0.2888804,0.0,0.0,-2.523023e-05,0.0,0.0,0.0036020242,0.0,0.0,-0.1190325,-0.084187776,0.027612174,2.4796407,1.1723255,1.0
0.70028573,0.8964346,0.42458743,0.16316384,0.0,0.0,-0.00067821203,0.0,0.0,-0.0008991732,0.0,0.0,-0.0025171926,0.08907468,0.0047350572,1.7705245,1.0154989,0.0
1.0826166,0.8703909,0.55673164,0.14649343,0.0,0.0,0.004144592,0.0,0.0,0.003360412,0.0,0.0,-0.026936525,-0.007892204,0.0013519342,1.6974635,1.1844339,0.0
1.296053,0.9970076,0.5554378,0.20552966,0.0,0.0,0.0012589946,0.0,0.0,0.0048708525,0.0,0.0,0.16960004,0.024999399,-0.063000455,1.9012566,1.0860534,0.0
1.2735542,0.97956896,0.44016185,0.2276996,0.0,0.0,-0.0032709686,0.0,0.0,0.010879166,0.0,0.0,-0.078086674,-0.019824432,0.007603843,1.9787762,1.1470547,0.0
0.82970303,1.0502328,0.69103825,0.2399632,0.0,0.0,-0.003154347,0.0,0.0,-0.000775667,0.0,0.0,-0.09754085,-0.05161107,0.017766884,2.1105375,1.1,0.0
0.9980294,1.0707687,0.46007803,-0.003154347,0.0,0.0,0.16456877,0.0,0.0,-0.0006224057,0.0,0.0,0.024185903,0.0845245,0.026639784,2.548395,1.331284,0.0
0.72426116,1.1537598,0.4231998,-0.000775667,0.0,0.0,-0.0006224057,0.0,0.0,0.26617858,0.0,0.0,0.04235852,0.015302418,-0.055604238,2.4959755,1.1,0.0
1.0217568,1.1118292,0.58318794,0.28483683,0.0,0.0,-0.00073856005,0.0,0.0,0.0034444628,0.0,0.0,0.053510286,-0.046389103,0.023213597,2.0158217,1.0741067,1.0
0.8149681,1.0035436,0.6001727,0.23516849,0.0,0.0,-0.002750229,0.0,0.0,-3.9809867e-05,0.0,0.0,-0.023482509,-0.018509833,-0.0048022927,2.372053,0.81387776,0.0
0.7231993,0.7920499,0.52841645,0.18904102,0.0,0.0,0.00013660852,0.0,0.0,-0.0007955946,0.0,0.0,-0.039801124,0.046771675,-0.012826346,1.551838,1.1143667,1.0
0.7478245,1.1688347,0.6343383,0.28034735,0.0,0.0,0.0052646124,0.0,0.0,0.00070505403,0.0,0.0,-0.09051041,-0.14325386,0.045785777,2.3815901,1.1923103,0.0
0.76338714,1.0617037,0.5762792,0.17947264,0.0,0.0,0.00024811877,0.0,0.0,-0.0016449188,0.0,0.0,-0.11130617,-0.064886585,0.025815718,2.5102437,0.8608556,0.0
1.0536872,1.2171748,0.6667599,0.27610865,0.0,0.0,0.00012539678,0.0,0.0,0.00025849883,0.0,0.0,0.1351622,0.0612531,-0.07265565,2.578734,1.0803752,0.0
0.8829373,1.1319357,0.3998113,0.18411572,0.0,0.0,0.00023435269,0.0,0.0,-0.0034142034,0.0,0.0,-0.09945943,0.0042748014,-0.012482426,1.996151,1.1,0.0
1.2902957,0.821113,0.69142544,0.212276,0.0,0.0,-0.001541393,0.0,0.0,0.0029676717,0.0,0.0,0.13938367,-0.061812695,-0.042876612,2.3614228,1.0385827,0.0
0.9796664,1.2812737,0.65706855,-0.001541393,0.0,0.0,0.34834072,0.0,0.0,0.00026700782,0.0,0.0,-0.011937211,0.105936706,0.03121093,2.4049604,1.0105859,1.0
1.0504034,0.8306698,0.6523303,0.0029676717,0.0,0.0,0.00026700782,0.0,0.0,0.41049773,0.0,0.0,0.14525752,-0.098292805,-0.0072989254,1.4722365,1.2187135,0.0
0.94790405,1.0398959,0.65255094,0.26244563,0.0,0.0,0.0014448891,0.0,0.0,5.624761e-05,0.0,0.0,0.085233554,-0.018497135,-0.021338593,2.359118,0.9971906,0.0
0.73679745,1.1639326,0.43418515,0.2728522,0.0,0.0,0.0028756086,0.0,0.0,-0.0030207422,0.0,0.0,-0.05540987,0.057763703,0.036906034,2.3460524,1.1347127,0.0
0.7057145,0.84129584,0.47731242,0.12629133,0.0,0.0,0.00038307277,0.0,0.0,-9.863388e-05,0.0,0.0,0.039062258,-0.038271748,0.0072626644,1.6513304,1.0834364,0.0
0.80057997,0.8482058,0.57565695,0.19147499,0.0,0.0,0.0024406894,0.0,0.0,0.0017862634,0.0,0.0,-0.09817335,-0.064747244,0.048735756,1.5252246,0.8107018,1.0
1.2824197,1.2931458,0.4114147,0.30513316,0.0,0.0,-0.0018241114,0.0,0.0,0.009002947,0.0,0.0,-0.136363,0.07212786,-0.010017012,1.8760698,1.2224325,0.0
0.909618,0.88671976,0.56608933,0.14672235,0.0,0.0,0.00037450428,0.0,0.0,-0.002727816,0.0,0.0,0.11321166,0.09477978,-0.044987943,1.6252341,0.95210797,0.0
1.252149,0.94213974,0.6688205,0.21820912,0.0,0.0,-0.0012724386,0.0,0.0,-0.0017541255,0.0,0.0,0.051405456,-0.08628621,-0.09548707,1.8075066,1.3436632,0.0
0.7294041,0.9219233,0.449224,0.19188221,0.0,0.0,-0.001958789,0.0,0.0,0.0005412052,0.0,0.0,-0.09983996,-0.13006893,0.0018857857,2.1611767,1.0934366,1.0
1.1978246,0.8869414,0.6093499,-0.001958789,0.0,0.0,0.14087054,0.0,0.0,-0.0016368128,0.0,0.0,0.08596324,-0.056685504,0.05073384,1.6828659,1.2552829,1.0
0.95907605,1.0271357,0.6712906,0.0005412052,0.0,0.0,-0.0016368128,0.0,0.0,0.25435844,0.0,0.0,-0.08693722,-0.0045689223,0.010289358,2.5134313,1.0792516,0.0
1.193206,0.8843025,0.61681765,0.22366883,0.0,0.0,-0.003946665,0.0,0.0,0.0003124506,0.0,0.0,0.049817413,-0.047807716,-0.0804262,1.7759496,1.1,0.0
0.7254433,0.7251415,0.62459034,0.114141844,0.0,0.0,4.1293915e-05,0.0,0.0,-0.001301884,0.0,0.0,-0.062239286,-0.034406,0.028501617,1.8353308,1.1,0.0
1.2476053,0.99006116,0.56497955,0.20862292,0.0,0.0,0.0019467183,0.0,0.0,-0.001673762,0.0,0.0,-0.18400575,-0.019339396,0.018475,2.3472497,1.3482496,0.0
1.121157,0.7679194,0.5647906,0.16134913,0.0,0.0,0.0010973564,0.0,0.0,-0.003222693,0.0,0.0,0.0010452076,-0.07727891,0.043480333,1.7283661,1.1,0.0
0.8283038,1.2488796,0.4232099,0.24500199,0.0,0.0,0.0039803144,0.0,0.0,0.002980643,0.0,0.0,0.009202208,-0.08936146,0.027617123,1.7997656,1.0028356,0.0
0.78418875,1.090339,0.44090822,0.19834013,0.0,0.0,-0.0015641801,0.0,0.0,0.0003926128,0.0,0.0,-0.015708137,-0.14721556,0.05320085,1.8790402,1.3663473,0.0
1.2613244,1.0445173,0.5627554,0.27723494,0.0,0.0,0.0015285172,0.0,0.0,-0.009191453,0.0,0.0,0.07530707,-0.063896514,0.07910362,2.206219,1.3555763,0.0
0.937106,0.97121245,0.554555,0.23519076,0.0,0.0,-0.0011342866,0.0,0.0,0.0042458735,0.0,0.0,-0.13876331,-0.05153272,0.034742296,2.112919,0.85692734,1.0
1.0837395,0.7866135,0.5398279,-0.0011342866,0.0,0.0,0.2016746,0.0,0.0,0.0027757462,0.0,0.0,-0.03691545,0.055974204,-0.06307214,1.6666411,1.1464831,0.0
0.9698075,0.73736936,0.5535777,0.0042458735,0.0,0.0,0.0027757462,0.0,0.0,0.0040489277,0.0,0.0,-0.04292501,-0.10800965,-0.01856862,1.5736743,0.8599934,0.0
0.93641233,0.73128855,0.5057354,0.12287901,0.0,0.0,-0.00055576477,0.0,0.0,0.0029786413,0.0,0.0,-0.059675664,-0.057084452,-0.045969643,1.6265104,1.1557069,0.0
1.0942171,1.2287431,0.6366648,0.31701753,0.0,0.0,-0.0026734872,0.0,0.0,0.0062823864,0.0,0.0,0.0905011,0.1337726,0.05957406,1.6835821,1.1054331,0.0
1.1344354,1.269645,0.46787277,0.2888804,0.0,0.0,-2.523023e-05,0.0,0.0,0.0036020242,0.0,0.0,-0.1190325,-0.084187776,0.027612174,2.4796407,1.1723255,1.0
0.70028573,0.8964346,0.42458743,0.16316384,0.0,0.0,-0.00067821203,0.0,0.0,-0.0008991732,0.0,0.0,-0.0025171926,0.08907468,0.0047350572,1.7705245,1.0154989,1.0
1.0826166,0.8703909,0.55673164,0.14649343,0.0,0.0,0.004144592,0.0,0.0,0.003360412,0.0,0.0,-0.026936525,-0.007892204,0.0013519342,1.6974635,1.1844339,0.0
1.296053,0.9970076,0.5554378,0.20552966,0.0,0.0,0.0012589946,0.0,0.0,0.0048708525,0.0,0.0,0.16960004,0.024999399,-0.063000455,1.9012566,1.0860534,1.0
1.2735542,0.97956896,0.44016185,0.2276996,0.0,0.0,-0.0032709686,0.0,0.0,0.010879166,0.0,0.0,-0.078086674,-0.019824432,0.007603843,1.9787762,1.1470547,0.0
0.82970303,1.0502328,0.69103825,0.2399632,0.0,0.0,-0.003154347,0.0,0.0,-0.000775667,0.0,0.0,-0.09754085,-0.05161107,0.017766884,2.1105375,1.1,0.0
0.8953687,1.00107,0.5568681,-0.003154347,0.0,0.0,0.16456877,0.0,0.0,-0.0006224057,0.0,0.0,0.028782496,0.14983281,-0.023063093,2.019442,0.8383065,0.0
0.7055505,0.7634565,0.53249514,-0.000775667,0.0,0.0,-0.0006224057,0.0,0.0,0.26617858,0.0,0.0,0.07051997,-0.044707164,0.044161048,2.1595206,1.0763013,0.0
0.9036346,0.7291505,0.48861438,0.14192837,0.0,0.0,-0.0008670986,0.0,0.0,0.0041635544,0.0,0.0,0.031215295,-0.103058435,0.005907662,1.5713811,1.3112583,0.0
0.9406922,0.81786305,0.59052634,0.20516895,0.0,0.0,0.0005467033,0.0,0.0,0.0042781094,0.0,0.0,0.036325786,0.016698306,-0.07804222,2.0737977,1.3069364,1.0
0.8975278,1.1712319,0.49444696,0.33156112,0.0,0.0,-0.0043346393,0.0,0.0,8.14922e-05,0.0,0.0,0.023013067,-0.0060348115,0.016724966,2.37526,0.9183758,1.0
0.7133688,0.8205263,0.678749,0.20777683,0.0,0.0,0.0017128097,0.0,0.0,-2.6602884e-05,0.0,0.0,0.091576084,-0.07735973,-0.011755971,1.826373,1.3875263,1.0
0.9915852,0.8897429,0.6336185,0.1734199,0.0,0.0,-0.00018206815,0.0,0.0,-0.0005480384,0.0,0.0,-0.032452278,-0.076471545,0.06789225,2.1435192,1.1,0.0
1.2150251,1.0362619,0.57536465,0.20272188,0.0,0.0,0.00077176717,0.0,0.0,-0.004453713,0.0,0.0,-0.13623591,-0.030201621,0.027774516,1.4295576,1.1,0.0
1.030253,1.0445342,0.6230623,0.29096577,0.0,0.0,0.003383714,0.0,0.0,0.0008030726,0.0,0.0,-0.001494357,0.0011604897,-0.01850213,1.8335536,1.1,0.0
1.2831005,0.8771616,0.48698604,0.15139753,0.0,0.0,0.00059493206,0.0,0.0,-0.0077473097,0.0,0.0,0.06731857,0.0722355,-0.04754583,1.9278481,1.1,0.0
0.9025824,0.90520316,0.67197466,0.00059493206,0.0,0.0,0.39426425,0.0,0.0,0.00090797,0.0,0.0,0.02947975,-0.01237836,-0.00090287306,2.4372637,1.1,0.0
1.021566,1.0061675,0.3967312,-0.0077473097,0.0,0.0,0.00090797,0.0,0.0,0.44245282,0.0,0.0,0.033005875,0.11748175,-0.012221931,1.8941157,1.1948584,0.0
0.9536967,0.9627111,0.60077477,0.20162268,0.0,0.0,-0.0009686002,0.0,0.0,-0.0015124341,0.0,0.0,-0.05537383,0.04092596,-0.05376863,1.8554773,1.0481683,0.0
1.0682364,0.8004772,0.67543536,0.20667198,0.0,0.0,-0.00073729455,0.0,0.0,0.004360073,0.0,0.0,0.12501551,-0.08218391,-0.03332644,1.6456017,1.1326895,0.0
1.0457836,0.85033643,0.6550118,0.18586212,0.0,0.0,0.00046601504,0.0,0.0,0.004165823,0.0,0.0,0.10658641,0.0130401,0.074725546,1.4739051,1.1366106,0.0
0.72363406,1.2136074,0.4939384,0.31721088,0.0,0.0,0.008656176,0.0,0.0,-0.00037320153,0.0,0.0,-0.057598386,-0.15635179,-0.069244474,1.983565,1.162556,0.0
1.1398894,1.1285636,0.56489027,0.21091658,0.0,0.0,0.0003564543,0.0,0.0,-0.0015656196,0.0,0.0,0.013777058,0.10093657,-0.07581857,1.6027166,1.00256,0.0
1.0446825,0.9627485,0.5512944,0.18233573,0.0,0.0,-0.00047785538,0.0,0.0,-0.0032036703,0.0,0.0,0.11533658,-0.12691812,0.02649072,1.4827518,1.1797118,0.0
1.1639643,1.0894477,0.6496398,0.2877505,0.0,0.0,0.0014220091,0.0,0.0,0.00058235414,0.0,0.0,0.0025963846,0.090113826,-0.0417357,1.6071235,0.8877771,0.0
1.0357816,0.7863766,0.6041708,0.13662016,0.0,0.0,0.0021467616,0.0,0.0,0.00078792,0.0,0.0,0.15438771,0.04552532,0.024511412,1.6565499,1.2292502,0.0
0.98020256,1.2944894,0.47118875,0.0021467616,0.0,0.0,0.18051119,0.0,0.0,0.0010596759,0.0,0.0,0.038932715,0.06895539,0.02071129,1.8478353,1.2804059,0.0
0.96797776,1.2570059,0.47715393,0.00078792,0.0,0.0,0.0010596759,0.0,0.0,0.21685003,0.0,0.0,-0.11843781,-0.09240161,-0.057794336,1.8472705,1.0983937,0.0
0.91513723,1.2160674,0.5116536,0.28085104,0.0,0.0,0.0013183437,0.0,0.0,-0.0011259534,0.0,0.0,-0.03103709,-0.081058495,0.07027945,1.6762204,0.88904816,0.0
1.1307929,1.248064,0.63521576,0.34134907,0.0,0.0,-0.0006353604,0.0,0.0,0.00031729706,0.0,0.0,-0.08959228,0.14168128,0.0885631,1.8602808,1.0774693,0.0
0.9759594,0.8918898,0.63491756,0.20333631,0.0,0.0,0.0015978646,0.0,0.0,-0.0025689872,0.0,0.0,-0.07263447,0.06736678,-0.06636669,1.9763154,1.0519059,0.0
0.8137712,0.7284724,0.690342,0.1538142,0.0,0.0,-0.00032684006,0.0,0.0,-0.00038126088,0.0,0.0,-0.016333058,-0.07915841,-0.029545823,1.8344231,0.85224223,0.0
0.7568797,1.1042095,0.55958456,0.23956878,0.0,0.0,0.002568806,0.0,0.0,0.0012362357,0.0,0.0,-0.021216774,0.021376267,0.032128263,2.4944003,1.2561918,0.0
0.78052306,1.0518006,0.54120076,0.17983615,0.0,0.0,0.00012432199,0.0,0.0,-0.0004240054,0.0,0.0,-0.054118462,0.103953086,-0.025132744,1.7483047,1.1732837,0.0
0.7688808,0.940089,0.46292937,0.1938246,0.0,0.0,0.0004917743,0.0,0.0,-0.0016651897,0.0,0.0,0.02245151,0.033753794,0.01605672,1.8975,1.3734953,0.0
0.97511655,1.1994474,0.52063835,0.34893227,0.0,0.0,-0.002625688,0.0,0.0,0.0046109376,0.0,0.0,0.036928944,0.15073459,-0.07181681,1.9287784,1.1219115,0.0
0.8307318,1.0957329,0.6219124,-0.002625688,0.0,0.0,0.2454534,0.0,0.0,-0.002969791,0.0,0.0,0.020355644,-0.041699447,-0.047301125,2.2707477,1.2045218,0.0
0.9050401,1.244359,0.5226481,0.28337494,0.0,0.0,-0.00092431146,0.0,0.0,-0.0020859472,0.0,0.0,0.031648804,-0.09297503,0.0012494167,2.0648553,0.8924585,0.0
0.8511696,0.7738098,0.40397304,0.14563228,0.0,0.0,-0.00061358715,0.0,0.0,-0.003393944,0.0,0.0,0.101113506,0.061849907,0.039126344,2.0874233,1.1,0.0
1.0392151,1.284577,0.6213802,0.30379555,0.0,0.0,-0.0020739269,0.0,0.0,-0.003012518,0.0,0.0,0.046341937,-0.14382122,0.08158081,2.0455573,1.0507677,0.0
0.7185623,1.1462646,0.46311668,0.25573635,0.0,0.0,-0.00015690921,0.0,0.0,-0.0016512461,0.0,0.0,-0.04363505,0.067794845,0.06325931,1.5955809,0.9099141,0.0
1.0878432,1.0544872,0.4006345,0.24947852,0.0,0.0,0.0022523452,0.0,0.0,0.0015782476,0.0,0.0,-0.13977376,0.024910167,0.037188027,1.9509804,1.1,1.0
1.0885195,1.0689573,0.55494404,0.20914999,0.0,0.0,0.00019730072,0.0,0.0,-0.0010937686,0.0,0.0,-0.006110015,0.012837489,0.012705276,1.6389486,1.2025342,0.0
0.8457707,0.79224133,0.55614364,0.1329522,0.0,0.0,4.190579e-05,0.0,0.0,-0.0005284885,0.0,0.0,0.12327933,-0.022046998,0.021995286,1.475137,1.1963059,1.0
1.2905191,0.7520341,0.5349132,0.15540104,0.0,0.0,0.0022752602,0.0,0.0,0.00011576111,0.0,0.0,-0.059450436,0.06888285,0.00662999,2.2407906,1.3381948,1.0
